,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,PD.rbs_crank.x,PD.rbs_crank.y,PD.rbs_crank.z,PD.rbs_crank.e0,PD.rbs_crank.e1,PD.rbs_crank.e2,PD.rbs_crank.e3,time
240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.067667096121104e-15,179.7688312297086,173.7330346531989,-0.9271125403500152,-0.37478305401092804,1.3150283671515345e-14,5.329060490857143e-15,1.2015018773466835
241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.20244863068908e-15,183.61365701789936,169.66444812818656,-0.9312504035122596,-0.3643798649334932,1.3287201463407718e-14,5.21233983197876e-15,1.2065081351689613
242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.337927946031775e-15,187.45288883155357,165.41286065815518,-0.9353639813834875,-0.3536866160069543,1.3425473170319976e-14,5.090089125169912e-15,1.211514392991239
243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.47394866533295e-15,191.27860971860767,160.97358005210037,-0.9394451657501421,-0.34269925677477536,1.356504570263316e-14,4.962161866764057e-15,1.216520650813517
244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.610351607509372e-15,195.08228590875703,156.3422583533071,-0.9434853320745611,-0.33141428492535324,1.3705863036273818e-14,4.8284158164727485e-15,1.2215269086357947
245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.747093028933883e-15,198.85263865910414,151.51774863420812,-0.9474731011263989,-0.3198354621621476,1.3847909687472564e-14,4.688836837893078e-15,1.2265331664580725
246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.883813984416175e-15,202.5839287280543,146.4914735993189,-0.9514030993610965,-0.3079482790895513,1.3991054737050299e-14,4.543067874480759e-15,1.2315394242803506
247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0202092138510295e-15,206.26803790316964,141.25684603876786,-0.9552675414888318,-0.29574300369490686,1.4135183859040991e-14,4.390834994475631e-15,1.2365456821026284
248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.155927570391271e-15,209.89606210006212,135.8073750657794,-0.9590579357953084,-0.2832099500749539,1.428016040749163e-14,4.2318563034337545e-15,1.2415519399249062
249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.29053460444081e-15,213.4586279167704,130.136137062417,-0.9627654209830774,-0.27033820331224756,1.4425810094433846e-14,4.0658176603481644e-15,1.246558197747184
250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.423711394655572e-15,216.94411922719445,124.23867810449813,-0.9663789310950199,-0.2571220752053905,1.457200206734636e-14,3.89250087417685e-15,1.2515644555694618
