,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,PD.rbs_crank.x,PD.rbs_crank.y,PD.rbs_crank.z,PD.rbs_crank.e0,PD.rbs_crank.e1,PD.rbs_crank.e2,PD.rbs_crank.e3
33,0.0,0.0,0.0,1.0,3.7563836498549908e-25,0.0,0.0,0.0,218.57434196750495,121.34769135567844,0.5072520457762268,0.861797774055424,0.0,0.0
34,0.0,0.0,0.0,1.0,-1.6783012526613973e-24,0.0,0.0,0.0,210.50657165565087,134.859143011014,0.47987679109693987,0.8773359143894401,0.0,0.0
35,0.0,0.0,0.0,1.0,-2.6442572600631744e-24,0.0,0.0,0.0,201.60469608879157,147.83623263201343,0.45202605609798324,0.8920047566686816,0.0,0.0
36,0.0,0.0,0.0,1.0,1.46220614843199e-24,0.0,0.0,0.0,191.9039878056003,160.22754016769036,0.4237274363551918,0.9057897664419201,0.0,0.0
37,0.0,0.0,0.0,1.0,6.379721023117543e-25,0.0,0.0,0.0,181.4428846167954,171.9839666533397,0.39500897122577383,0.9186772849930529,0.0,0.0
38,0.0,0.0,0.0,1.0,-9.695838290916512e-26,0.0,0.0,0.0,170.26283730025207,183.05892875887994,0.36589911606584075,0.9306545428746842,0.0,0.0
39,0.0,0.0,0.0,1.0,1.265760136118717e-24,0.0,0.0,0.0,158.40814535761803,193.40854336931588,0.336426714035749,0.9417096725605825,0.0,0.0
40,0.0,0.0,0.0,1.0,3.4214321235492923e-25,0.0,0.0,0.0,145.92578148322804,202.99180146594583,0.3066209675211915,0.95183172020448,0.0,0.0
41,0.0,0.0,0.0,1.0,-3.9760370027453664e-25,0.0,0.0,0.0,132.86520544083498,211.7707306193316,0.27651140919835476,0.9610106564935641,0.0,0.0
42,0.0,0.0,0.0,1.0,-6.040638666156267e-25,0.0,0.0,0.0,119.27816808564796,219.71054545017338,0.24612787277181006,0.9692373865859049,0.0,0.0
43,0.0,0.0,0.0,1.0,-1.701067182248124e-25,0.0,0.0,0.0,105.2185063082155,226.77978546190752,0.21550046341413728,0.9765037591219724,0.0,0.0
